report_id,DESCRIPTION,OFFENSE_DATE,LOCATION
222040763,FRAUD - FALSE PRETENSE / SCHEME,2009-06-04 18:38:00,WASHINGTON ST
222040762,LANDLORD - TENANT,2009-06-03 13:00:00,HYDE PARK AVE
222040761,INVESTIGATE PERSON,2009-06-04 07:30:00,W BROADWAY
222040759,SICK ASSIST,2009-06-04 17:46:00,WASHINGTON ST
222040758,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-04 17:23:00,GLENWAY ST
222040757,ASSAULT - SIMPLE,2009-06-04 17:00:00,WASHINGTON ST
222040756,INVESTIGATE PROPERTY,2009-06-04 16:13:00,W CANTON ST
222040755,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 17:06:00,BAILEY ST
222040754,TOWED MOTOR VEHICLE,2009-06-04 17:46:00,HANOVER ST
222040752,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-04 16:27:00,BRIGHTON AVE
222040751,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",2009-06-04 16:33:00,FREDERICK ST
222040750,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-04 16:00:00,SUDBURY ST
222040749,FIRE REPORT,2009-06-04 17:52:00,ORTON-MAROTTA WAY
222040747,M/V PLATES - LOST,2009-06-03 17:53:00,DUXBURY RD
222040746,INVESTIGATE PERSON,2009-06-04 17:53:00,CORNELL ST
222040745,M/V ACCIDENT - OTHER,2009-06-04 17:51:00,HARVARD ST
222040744,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 17:13:00,DUXBURY RD
222040743,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 00:00:00,"CUMMINS HWY & AMERICAN LEGION HWY
ROSLINDALE  MA 0"
222040742,VANDALISM,2009-06-04 10:15:00,SARATOGA ST
222040741,INVESTIGATE PROPERTY,2009-06-04 17:39:00,DRAPER ST
222040740,PROPERTY - FOUND,2009-06-04 17:38:00,NEWBURY ST
222040737,VANDALISM,2009-06-04 17:20:00,BRADLEE ST
222040735,PROPERTY - LOST/ MISSING,2009-06-04 17:10:00,HARRISON AVE
222040734,INVESTIGATE PERSON,2009-06-04 16:15:00,BLUE HILL AVE
222040733,INVESTIGATE PERSON,2009-06-04 16:11:00,WESTMINSTER AVE
222040731,BALLISTICS EVIDENCE/FOUND,2009-06-04 16:14:00,WHITFIELD ST
222040730,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 16:25:00,"COLUMBIA RD & CUSHING AVE
DORCHESTER  MA 02125
UNI"
222040729,LARCENY SHOPLIFTING,2009-06-04 15:25:00,WASHINGTON ST
222040728,LARCENY THEFT OF BICYCLE,2009-06-04 15:30:00,HARBOR SHORE DR
222040727,INVESTIGATE PERSON,2009-06-04 16:31:00,WASHINGTON ST
222040726,INVESTIGATE PROPERTY,2009-06-04 16:22:00,LEGENDS WAY
222040725,LARCENY THEFT OF BICYCLE,2009-06-03 00:00:00,TREMONT ST
222040723,INVESTIGATE PERSON,2009-06-04 15:01:00,DUDLEY ST
222040722,VERBAL DISPUTE,2009-06-04 15:24:00,ARMORY ST
222040721,MISSING PERSON,2009-06-04 14:03:00,ORIENT AVE
222040718,FRAUD - CREDIT CARD / ATM FRAUD,2009-06-04 15:40:00,WALK HILL ST
222040717,PROPERTY - LOST/ MISSING,2009-06-04 07:00:00,HYDE PARK AVE
222040716,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 09:00:00,WASHINGTON ST
222040715,BALLISTICS EVIDENCE/FOUND,2009-06-04 15:24:00,DORCHESTER ST
222040714,LANDLORD - TENANT,2009-06-04 15:34:00,FOREST ST
222040713,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 15:26:00,HARRISON AVE
222040710,HARASSMENT/ CRIMINAL HARASSMENT,2009-06-04 14:49:00,MARYLAND ST
222040709,LARCENY SHOPLIFTING,2009-06-04 14:21:00,NORTH ST
222040708,INVESTIGATE PROPERTY,2009-06-04 12:00:00,HARRISON AVE
222040707,INVESTIGATE PERSON,2009-06-04 12:00:00,HARRISON AVE
222040706,PROPERTY - LOST/ MISSING,2009-06-04 14:57:00,GENEVA AVE
222040703,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-04 14:18:00,"LELAND ST & WACHUSETT ST
JAMAICA PLAIN  MA 02130
U"
222040702,INVESTIGATE PERSON,2009-06-04 14:08:00,BLUE HILL AVE
222040701,TOWED MOTOR VEHICLE,2009-06-04 13:19:00,BENNINGTON ST
222040700,INVESTIGATE PERSON,2009-06-04 13:12:00,WARREN ST
222040699,LARCENY SHOPLIFTING,2009-06-04 13:30:00,DISTRICT AVE
222040698,THREATS TO DO BODILY HARM,2009-06-04 14:00:00,OSCEOLA ST
222040697,LARCENY SHOPLIFTING,2009-06-04 13:58:00,COLUMBUS AVE
222040695,PROPERTY - LOST/ MISSING,2009-06-04 14:09:00,WASHINGTON ST
222040694,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 14:08:00,HARVARD ST
222040693,INVESTIGATE PERSON,2009-06-04 13:47:00,MOUNT VERNON ST
222040691,HARASSMENT/ CRIMINAL HARASSMENT,2009-06-03 14:00:00,CENTRE ST
222040688,VANDALISM,2009-06-04 13:55:00,LANDOR RD
222040687,SICK/INJURED/MEDICAL - PERSON,2009-06-04 13:51:00,SUDBURY ST
222040685,ASSAULT - SIMPLE,2009-06-04 13:14:00,E COTTAGE ST
222040684,TOWED MOTOR VEHICLE,2009-06-04 12:05:00,UPTON ST
222040683,SICK ASSIST,2009-06-04 12:05:00,"ARLINGTON ST & COMMONWEALTH AVE
BOSTON  MA 02116
U"
222040682,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2009-06-04 13:05:00,TREMONT ST
222040681,SICK/INJURED/MEDICAL - PERSON,2009-06-04 12:51:00,SELWYN ST
222040679,AUTO THEFT - LEASED/RENTED VEHICLE,2009-06-04 13:01:00,HARRISON AVE
222040678,PROPERTY - FOUND,2009-06-04 12:15:00,VINE ST
222040677,BURGLARY - RESIDENTIAL,2009-06-03 23:30:00,CHESTER ST
222040676,HARASSMENT/ CRIMINAL HARASSMENT,2009-06-04 12:55:00,BLUE HILL AVE
222040675,LARCENY ALL OTHERS,2009-05-31 10:00:00,PARIS ST
222040674,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-04 11:47:00,PARK DR
222040672,INVESTIGATE PERSON,2009-06-04 11:53:00,CENTER PLZ
222040671,FRAUD - FALSE PRETENSE / SCHEME,2009-06-04 12:28:00,NORFOLK ST
222040670,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-04 12:25:00,HARRISON AVE
222040668,VERBAL DISPUTE,2009-06-04 11:46:00,HANSBOROUGH ST
222040666,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 11:55:00,EASTMAN ST
222040665,TOWED MOTOR VEHICLE,2009-06-04 10:34:00,SHAFTER ST
222040664,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-04 12:00:00,SANTUIT ST
222040663,VANDALISM,2009-06-04 11:56:00,HARRISON AVE
222040662,TOWED MOTOR VEHICLE,2009-06-04 10:19:00,COLUMBUS AVE
222040661,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-04 11:40:00,GLENWAY ST
222040660,LARCENY THEFT OF BICYCLE,2009-06-02 10:00:00,S HUNTINGTON AVE
222040657,ASSAULT - SIMPLE,2009-06-04 10:28:00,BERKELEY ST
222040656,PROPERTY - LOST/ MISSING,2009-06-04 11:34:00,WASHINGTON ST
222040655,ASSAULT - SIMPLE,2009-06-04 10:51:00,KINGSDALE ST
222040654,AUTO THEFT,2009-06-02 17:00:00,CENTRE ST
222040652,TOWED MOTOR VEHICLE,2009-06-04 10:29:00,W BROADWAY
222040649,SICK/INJURED/MEDICAL - PERSON,2009-06-04 10:40:00,HANCOCK ST
222040647,AUTO THEFT,2009-06-04 10:30:00,ALLSTATE RD
222040646,BALLISTICS EVIDENCE/FOUND,2009-06-04 10:30:00,CUNARD ST
222040645,VERBAL DISPUTE,2009-06-04 10:31:00,BROOKVIEW STREET
222040644,SICK ASSIST,2009-06-04 10:16:00,RIVER ST
222040642,LARCENY SHOPLIFTING,2009-06-04 10:05:00,MASSACHUSETTS AVE
222040641,VANDALISM,2009-06-04 10:18:00,HEMENWAY ST
222040640,LARCENY THEFT FROM BUILDING,2009-06-01 18:20:00,W BROADWAY
222040638,PROPERTY - FOUND,2009-06-04 10:46:00,WASHINGTON ST
222040637,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-04 10:44:00,MILL ST
222040636,M/V ACCIDENT - OTHER,2009-06-04 10:14:00,SHEAFE ST
222040635,INVESTIGATE PERSON,2009-06-04 09:40:00,"DARTMOUTH ST & STUART ST
BOSTON  MA 02116
UNITED S"
222040632,TOWED MOTOR VEHICLE,2009-06-04 07:59:00,REVERE ST
222040631,SICK ASSIST,2009-06-04 10:00:00,CENTRE ST
222040630,INVESTIGATE PROPERTY,2009-06-04 10:00:00,HARBOR SHORE DRIVE
222040629,INVESTIGATE PERSON,2009-05-30 00:27:00,COMMERCIAL ST
222040628,INVESTIGATE PROPERTY,2009-06-04 10:09:00,WASHINGTON ST
222040627,PROPERTY - FOUND,2009-06-04 10:10:00,WASHINGTON ST
222040626,AUTO THEFT,2009-06-04 09:30:00,"BUTTONWOOD ST & COLUMBIA RD
DORCHESTER  MA 02125
U"
222040625,INVESTIGATE PROPERTY,2009-06-04 09:58:00,WASHINGTON ST
222040624,VAL - VIOLATION OF AUTO LAW,2009-06-04 08:59:00,DORCHESTER AVE
222040623,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",2009-06-04 09:08:00,WASHINGTON ST
222040622,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-04 09:39:00,CHARLES ST
222040620,INVESTIGATE PROPERTY,2009-06-04 09:30:00,WASHINGTON ST
222040619,SICK ASSIST,2009-06-04 09:11:00,"CEDAR ST & WASHINGTON ST
ROXBURY  MA 02119
UNITED"
222040618,TOWED MOTOR VEHICLE,2009-06-04 07:55:00,HANCOCK ST
222040617,SICK ASSIST,2009-06-04 08:27:00,"THETFORD AVE & EVANS ST
BOSTON  MA 02124
UNITED ST"
222040616,SICK ASSIST - DRUG RELATED ILLNESS,2009-06-04 09:05:00,SOUTHAMPTON ST
222040615,M/V ACCIDENT - OTHER,2009-06-04 08:50:00,FORBES ST
222040614,FRAUD - CREDIT CARD / ATM FRAUD,2009-06-02 12:39:00,HYDE PARK AVE
222040612,INVESTIGATE PROPERTY,2009-06-04 09:01:00,WASHINGTON ST
222040611,SICK ASSIST,2009-06-04 07:59:00,PARKER ST
222040610,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-06-04 07:49:00,BOSTON ST
222040609,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-06-04 04:00:00,MONTEBELLO RD
222040608,VANDALISM,2009-06-04 00:16:00,JOHN ELIOT SQ
222040607,AUTO THEFT,2009-05-29 11:00:00,WASHINGTON ST
222040606,INVESTIGATE PROPERTY,2009-05-29 00:00:00,WAVERLY ST
222040602,SICK ASSIST,2009-06-04 06:51:00,WILLIAM C KELLY SQ
222040601,TOWED MOTOR VEHICLE,2009-06-04 07:00:00,WARREN ST
222040599,INVESTIGATE PROPERTY,2009-06-04 00:00:00,WASHINGTON ST
222040598,AIRCRAFT INCIDENTS,2009-06-04 06:44:00,PRESCOTT ST
222040596,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-04 05:11:00,"BIRD ST & BODWELL ST
DORCHESTER  MA 02125
UNITED S"
222040593,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-04 05:35:00,"ASPINWALL RD & HOPESTILL ST
DORCHESTER  MA 02124
U"
222040592,AUTO THEFT - MOTORCYCLE / SCOOTER,2009-06-04 05:27:00,DALE STREET
222040591,INVESTIGATE PERSON,2009-06-04 04:39:00,COMMERCIAL ST
222040590,INVESTIGATE PERSON,2009-06-04 03:18:00,HAZLETON ST
222040588,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-04 03:32:00,WASHINGTON ST & LYNNVILLE TER
222040587,SICK ASSIST,2009-06-04 03:24:00,SEAPORT BLVD
222040586,M/V ACCIDENT - PERSONAL INJURY,2009-06-04 02:48:00,BEACON ST & SPRUCE ST
222040585,INVESTIGATE PROPERTY,2009-06-03 23:07:00,EDSON ST
222040584,INVESTIGATE PROPERTY,2009-06-04 02:18:00,DUDLEY ST
222040583,M/V - LEAVING SCENE - PERSONAL INJURY,2009-06-04 01:45:00,BLACKSTONE ST
222040582,ASSAULT - SIMPLE,2009-06-04 02:48:00,NEWMARKET SQ
222040580,VANDALISM,2009-06-04 00:24:00,LOGAN WAY
222040578,INVESTIGATE PROPERTY,2009-06-04 02:41:00,BISHOP JOE L SMITH WAY
222040577,ASSAULT - SIMPLE,2009-06-04 02:01:00,"BOARDMAN ST & LEYDEN ST
EAST BOSTON  MA 02128
UNIT"
222040576,MISSING PERSON - LOCATED,2009-06-03 20:30:00,HORAN WAY
222040574,TOWED MOTOR VEHICLE,2009-06-04 00:45:00,SUMMER ST
222040573,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,2009-06-04 01:56:00,"ESSEX ST & WASHINGTON ST
BOSTON  MA 02116
UNITED S"
222040572,ASSAULT - SIMPLE,2009-06-04 02:17:00,TREMONT ST
222040571,SICK ASSIST,2009-06-04 02:00:00,PHILLIPS ST
222040569,ASSAULT - SIMPLE,2009-06-04 01:48:00,"BROOKLINE AVE & LANSDOWNE ST
BOSTON  MA 02215
UNIT"
222040568,INVESTIGATE PERSON,2009-06-04 01:36:00,DORCHESTER ST
222040567,SICK ASSIST,2009-06-04 01:49:00,COLUMBUS AVE
222040566,TOWED MOTOR VEHICLE,2009-06-03 23:32:00,MORTON ST
222040564,VERBAL DISPUTE,2009-06-04 00:00:00,NORFOLK ST
222040562,SICK ASSIST,2009-06-04 01:17:00,WASHINGTON ST
222040561,INVESTIGATE PROPERTY,2009-06-04 00:33:00,CHELSEA ST
222040559,SICK ASSIST,2009-06-04 00:58:00,TREMONT ST
222040558,SICK ASSIST - DRUG RELATED ILLNESS,2009-06-04 01:11:00,WARRENTON STREET
222040557,VANDALISM,2009-06-04 00:49:00,BELVIDERE STREET
222040556,INVESTIGATE PROPERTY,2009-06-04 00:35:00,BUSINESS ST
222040555,SICK ASSIST - DRUG RELATED ILLNESS,2009-06-04 00:37:00,"SALT LN & CREEK SQ
BOSTON  MA 02108
UNITED STATES"
222040554,ASSAULT - AGGRAVATED,2009-06-04 00:39:00,W BROADWAY
222040553,FIREARM/WEAPON - FOUND OR CONFISCATED,2009-06-04 00:09:00,"STANDARD ST & WOODBOLE AVE
MATTAPAN  MA 02126
UNIT"
222040552,M/V ACCIDENT - PERSONAL INJURY,2009-06-03 23:53:00,"METROPOLITAN AVE & WASHINGTON ST
ROSLINDALE  MA 02"
222040551,MISSING PERSON - LOCATED,2009-06-03 09:55:00,METROPOLITAN AVE
222040548,ASSAULT - SIMPLE,2009-06-04 00:05:00,UNION ST
222040547,INVESTIGATE PERSON,2009-06-03 22:34:00,BLUE HILL AVE
222040546,INVESTIGATE PERSON,2009-06-03 22:53:00,E BROADWAY
222040545,LICENSE PREMISE VIOLATION,2009-06-03 23:52:00,WARRENTON ST
222040543,ASSAULT - SIMPLE,2009-06-03 23:24:00,FIDELIS WAY
222040542,VAL - VIOLATION OF AUTO LAW,2009-06-03 23:29:00,"DARTMOUTH ST & COLUMBUS AVE
BOSTON  MA 02116
UNITE"
222040541,FIREARM/WEAPON - FOUND OR CONFISCATED,2009-06-03 23:32:00,WOODBOLE AVE
222040540,ASSAULT - SIMPLE,2009-06-03 22:53:00,DR. MICHAEL GAVIN WAY
222040539,DEATH INVESTIGATION,2009-06-03 22:04:00,L ST
222040538,SICK ASSIST,2009-06-03 23:00:00,HIGH ST
222040537,ASSAULT - SIMPLE,2009-06-03 22:50:00,COURT STREET
222040536,INVESTIGATE PERSON,2009-06-03 00:00:00,WARRENTON ST
222040533,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 22:46:00,FORBES ST
222040532,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 22:09:00,MINOT ST
222040531,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,2009-06-03 22:45:00,"MASSACHUSETTS AVE & MELNEA CASS BLVD
BOSTON  MA 02"
222040530,LARCENY ALL OTHERS,2009-06-03 22:59:00,HARRISON AVE
222040528,THREATS TO DO BODILY HARM,2009-06-03 22:51:00,PARIS ST
222040527,PROPERTY - FOUND,2009-06-03 21:45:00,SUDBURY STREET
222040525,SICK ASSIST,2009-06-03 20:32:00,E COTTAGE ST
222040524,SICK ASSIST,2009-06-03 20:57:00,MAGNOLIA ST
222040522,LICENSE PREMISE VIOLATION,2009-06-03 22:38:00,STUART ST
222040521,LARCENY SHOPLIFTING,2009-06-03 21:56:00,BOYLSTON ST
222040520,M/V ACCIDENT - OTHER,2009-06-03 22:09:00,TAFTHILL TER & POPLAR ST
222040518,PROPERTY - LOST/ MISSING,2009-06-03 22:24:00,CHEROKEE ST
222040516,SICK ASSIST,2009-06-03 21:53:00,LEROY ST
222040515,VANDALISM,2009-06-03 19:48:00,FULLER ST
222040513,SICK ASSIST,2009-06-03 21:14:00,INTERVALE ST
222040512,SICK ASSIST,2009-06-03 21:07:00,COURT ST
222040509,M/V ACCIDENT - OTHER,2009-06-03 21:04:00,"PARK ST & WASHINGTON ST
DORCHESTER  MA 02124
UNITE"
222040507,TOWED MOTOR VEHICLE,2009-06-03 17:56:00,WHEATLAND AVE
222040503,VAL - VIOLATION OF AUTO LAW,2009-05-25 19:21:00,HARRISON AVE
222040502,TRESPASSING,2009-06-03 20:19:00,WASHINGTON ST
222040501,VANDALISM,2009-06-03 20:40:00,WASHINGTON ST
222040500,AUTO THEFT,2009-06-03 18:36:00,RIDGECREST DR
222040499,INVESTIGATE PERSON,2009-06-02 21:30:00,GIBSON ST
222040497,PROPERTY - FOUND,2009-06-03 19:51:00,TREMONT ST
222040495,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-03 17:34:00,TREMONT ST
222040494,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2009-06-03 20:16:00,HUDSON ST
222040493,VIOLATION - CITY ORDINANCE,2009-06-03 18:39:00,HUDSON ST
222040491,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-06-03 19:26:00,LAGRANGE PL
222040490,VERBAL DISPUTE,2009-06-03 19:02:00,WASHINGTON ST
222040489,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-03 19:52:00,BLUE HILL AVE
222040488,LARCENY THEFT OF BICYCLE,2009-06-02 08:30:00,BOYLSTON ST
222040487,PROPERTY - FOUND,2009-06-03 19:30:00,WASHINGTON ST
222040486,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,2009-06-03 19:27:00,CUNARD ST
222040485,VERBAL DISPUTE,2009-06-03 18:32:00,KENBERMA RD
222040484,INVESTIGATE PERSON,2009-06-03 18:34:00,CLAYMOSS RD
222040483,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-06-03 19:40:00,HARRISON AVE
222040482,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-03 18:37:00,"MELNEA CASS BLVD & HAMPDEN ST
ROXBURY  MA 02119
UN"
222040481,M/V ACCIDENT - PERSONAL INJURY,2009-06-03 19:18:00,"WALNUT AVE & HARRISHOF ST
ROXBURY  MA 02121
UNITED"
222040480,DANGEROUS OR HAZARDOUS CONDITION,2009-06-03 18:45:00,WHITE ST
222040479,AUTO THEFT,2009-06-02 20:00:00,LINCOLN ST
222040478,INVESTIGATE PERSON,2009-06-03 18:45:00,HEMENWAY ST
222040477,THREATS TO DO BODILY HARM,2009-06-03 16:42:00,ORTON MAROTTA WAY
222040476,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-03 19:24:00,BLUE HILL AVE
222040475,THREATS TO DO BODILY HARM,2009-06-03 18:34:00,COSTELLO CIR
222040474,ASSAULT - SIMPLE,2009-06-03 18:35:00,WASHINGTON ST
222040472,VERBAL DISPUTE,2009-06-03 18:45:00,ASHMONT ST
222040470,SICK ASSIST,2009-06-03 18:37:00,CONDOR ST
222040469,MISSING PERSON - LOCATED,2009-05-20 15:00:00,HYDE PARK AVE
222040463,M/V ACCIDENT - PROPERTY DAMAGE,2009-06-03 18:39:00,WASHINGTON ST
222040462,VAL - VIOLATION OF AUTO LAW,2009-06-03 18:08:00,DANUBE ST
222040460,M/V - LEAVING SCENE - PERSONAL INJURY,2009-06-03 18:28:00,"COMMONWEALTH AVE & WASHINGTON ST
BRIGHTON  MA 0213"
222040459,DEATH INVESTIGATION,2009-06-03 18:31:00,HASKELL ST
222040457,ASSAULT - AGGRAVATED,2009-06-03 18:09:00,CUMMINS HWY
222040456,FRAUD - FALSE PRETENSE / SCHEME,2009-06-03 18:28:00,PARIS ST
222040455,M/V ACCIDENT - PERSONAL INJURY,2009-06-03 17:30:00,WILLIAM F MCCLELLAN HWY
222040452,SICK ASSIST,2009-06-03 17:50:00,S HUNTINGTON AVE
222040450,SICK/INJURED/MEDICAL - PERSON,2009-06-03 16:30:00,WARREN ST
222040449,FRAUD - CREDIT CARD / ATM FRAUD,2009-06-03 01:00:00,W BROADWAY
222040447,INVESTIGATE PERSON,2009-06-03 17:38:00,COMMONWEALTH AVE
222040446,INVESTIGATE PERSON,2009-06-03 18:06:00,GIBSON ST
222040445,BURGLARY - RESIDENTIAL,2009-06-03 17:51:00,WOODBOLE AVE
222040444,SICK/INJURED/MEDICAL - PERSON,2009-06-03 17:25:00,CLEAVES ST
222040443,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-03 17:30:00,DUDLEY ST
222040442,FRAUD - FALSE PRETENSE / SCHEME,2009-02-04 12:00:00,SCHROEDER PLZ
222040441,FRAUD - IMPERSONATION,2009-04-26 12:00:00,SCHROEDER PLZ
222040440,INVESTIGATE PROPERTY,2009-06-03 15:30:00,"VON HILLERN ST & DORCHESTER AVE
DORCHESTER  MA 021"
222040438,FRAUD - IMPERSONATION,2009-06-03 10:00:00,W BROADWAY
222040437,FRAUD - FALSE PRETENSE / SCHEME,2009-06-03 16:00:00,RADCLIFFE RD
222040436,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,2009-06-03 16:33:00,WARREN ST
222040435,SICK/INJURED/MEDICAL - PERSON,2009-06-03 14:32:00,FIDELIS WAY
222040434,LARCENY THEFT FROM BUILDING,2009-06-03 16:00:00,GIBSON ST
222040433,PROPERTY - LOST/ MISSING,2009-06-03 17:07:00,ATLANTIC AVE
222040430,PROPERTY - LOST/ MISSING,2009-02-26 14:00:00,EMERSON PL
222040429,LARCENY ALL OTHERS,2009-06-03 17:23:00,PARIS ST
222040428,INVESTIGATE PERSON,2009-06-03 09:15:00,BEACON ST
222040427,THREATS TO DO BODILY HARM,2009-06-03 17:02:00,HARRISON AVE
222040426,ROBBERY,2009-06-03 17:02:00,RING RD
222040424,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 16:37:00,MONSIGNOR DENNIS F. O'CALLAGHA WAY
222040423,INVESTIGATE PERSON,2009-06-03 16:53:00,MARKET ST
222040422,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 17:14:00,CHARLESGATE E
222040420,VERBAL DISPUTE,2009-06-03 16:51:00,WARREN ST
222040419,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 11:45:00,NEWBURY ST
222040418,INVESTIGATE PROPERTY,2009-06-03 16:59:00,GIBSON ST
222040417,INVESTIGATE PROPERTY,2009-06-03 16:22:00,TRAVELER ST
222040416,LARCENY SHOPLIFTING,2009-06-03 16:41:00,DORCHESTER AVE
222040415,LARCENY SHOPLIFTING,2009-06-03 15:49:00,NEWBURY ST
222040414,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-03 16:40:00,MASSACHUSETTS AVE
222040413,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",2009-06-03 16:37:00,WRENTHAM ST
222040412,SICK/INJURED/MEDICAL - POLICE,2009-06-03 14:00:00,"DANA AVE & EASTON AVE
HYDE PARK  MA 02136
UNITED S"
222040411,SICK ASSIST - DRUG RELATED ILLNESS,2009-06-03 15:15:00,FULLER ST
222040410,SICK ASSIST,2009-06-03 00:00:00,"WASHINGTON ST & FOSTER ST
BOSTON  MA 02135
UNITED"
222040409,VERBAL DISPUTE,2009-06-03 15:42:00,WASHINGTON ST
222040407,LARCENY THEFT FROM BUILDING,2009-06-03 16:25:00,BRUNSWICK ST
222040406,FRAUD - FALSE PRETENSE / SCHEME,2009-05-28 21:21:00,SEAVER ST
222040405,INVESTIGATE PERSON,2009-06-03 00:00:00,BRIGHTON AVE
222040404,ASSAULT - AGGRAVATED,2009-06-03 15:44:00,CORNELL ST
222040403,LARCENY SHOPLIFTING,2009-06-03 16:10:00,WASHINGTON ST
222040402,VAL - VIOLATION OF AUTO LAW,2009-06-03 14:42:00,"MARSHFIELD ST & BATCHELDER ST
ROXBURY  MA 02119
UN"
222040400,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 16:05:00,E MAIN ST & AUSTIN ST
222040398,INVESTIGATE PERSON,2009-06-03 15:18:00,GLENMONT RD
222040396,LARCENY SHOPLIFTING,2009-06-03 15:01:00,WASHINGTON ST
222040395,INVESTIGATE PERSON,2009-06-03 14:43:00,NORTH POINT DR
222040394,SICK ASSIST,2009-06-03 15:14:00,N BEACON ST
222040393,INVESTIGATE PROPERTY,2009-06-03 14:46:00,SOUTHAMPTON ST
222040391,ASSAULT - SIMPLE,2009-06-03 14:55:00,TREMONT ST
222040390,LARCENY ALL OTHERS,2009-06-03 13:53:00,MONSIGNOR ALBERT A. JACOBBE RD
222040389,FRAUD - WIRE,2009-05-16 00:00:00,GIBSON ST
222040388,ASSAULT - SIMPLE,2009-06-03 12:59:00,HARVARD ST
222040387,ASSAULT - AGGRAVATED,2009-06-03 14:57:00,CENTRE ST
222040386,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 14:37:00,"WASHINGTON ST & BARTLETT ST
BOSTON  MA 02119
UNITE"
222040385,SICK/INJURED/MEDICAL - PERSON,2009-06-03 11:05:00,ASPINWALL RD
222040384,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-06-03 14:40:00,MORTON ST
222040383,INVESTIGATE PERSON,2009-06-03 13:34:00,BUNKER HILL ST
222040382,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2009-06-03 14:40:00,BRIGHTON AVE
222040380,ASSAULT - SIMPLE,2009-06-03 14:35:00,CENTRE ST
222040379,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-05-27 08:00:00,SUDBURY ST
222040378,ASSAULT - SIMPLE,2009-06-03 14:11:00,MAYBURY ST
222040377,PROTECTIVE CUSTODY / SAFEKEEPING,2009-06-03 14:38:00,WASHINGTON ST
222040376,ASSAULT - AGGRAVATED,2009-06-03 13:49:00,MARION ST
222040375,INVESTIGATE PERSON,2009-05-05 12:00:00,CENTRE ST
222040374,SICK/INJURED/MEDICAL - POLICE,2009-06-03 13:00:00,SCHROEDER PLZ
222040373,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 13:17:00,SARATOGA ST
222040372,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-06-03 10:55:00,LONGWOOD AVE
